구분,년,에볼라바이러스병 ,마버그열,라싸열,크리미안콩고출혈열,남아메리카출혈열,리프트밸리열,두창,페스트,탄저,보툴리눔독소증,야토병,신종감염병증후군,중증급성호흡기증후군(SARS),중동호흡기증후군(MERS),동물인플루엔자 인체감염증,신종인플루엔자,디프테리아,수두,홍역,콜레라,장티푸스,파라티푸스,세균성이질,장출혈성대장균감염증,A형간염,백일해,유행성이하선염,풍진(2018년이전),풍진(선천성),풍진(후천성),폴리오,수막구균 감염증,b형헤모필루스인플루엔자,폐렴구균 감염증,한센병,성홍열,반코마이신내성황색포도알균(VRSA) 감염증,카바페넴내성장내세균속균종(CRE) 감염증,E형간염,파상풍,B형간염,일본뇌염,C형간염,말라리아,레지오넬라증,비브리오패혈증,발진티푸스,발진열,쯔쯔가무시증,렙토스피라증,브루셀라증,공수병,신증후군출혈열,크로이츠펠트-야콥병(CJD) 및 변종크로이츠펠트-야콥병(vCJD),황열,뎅기열,큐열,웨스트나일열,라임병,진드기매개뇌염,유비저,치쿤구니야열,중증열성혈소판감소증후군(SFTS),지카바이러스감염증,top5
경기수원시 권선구 ,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,2,0,1,1,1,1,166,0,138,0,0,0,0,0,0,4,0,42,0,10,0,0,0,0,68,2,0,0,0,0,6,2,0,0,1,1,0,3,0,0,0,0,0,0,0,0,"['수두', 'A형간염', '유행성이하선염', 'C형간염', '성홍열']"
경기수원시 권선구 ,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,28,0,53,0,0,0,0,0,0,0,0,12,0,12,1,0,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', 'C형간염', 'A형간염', '성홍열']"
경기수원시 영통구 ,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,1,1,1,1,0,0,0,0,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['유행성이하선염', '수두', '쯔쯔가무시증', '말라리아', '파라티푸스']"
경기수원시 영통구 ,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,1,0,0,29,0,21,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['수두', 'A형간염', '유행성이하선염', '쯔쯔가무시증', '성홍열']"
경기수원시 영통구 ,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,1,0,0,0,8,1,15,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,3,0,0,0,2,18,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,"['수두', '쯔쯔가무시증', '유행성이하선염', 'A형간염', '성홍열']"
경기수원시 영통구 ,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,6,0,27,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '쯔쯔가무시증', '성홍열', 'A형간염']"
경기수원시 영통구 ,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,3,0,0,1,3,0,16,0,44,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,"['수두', '유행성이하선염', '성홍열', 'A형간염', '쯔쯔가무시증']"
경기수원시 영통구 ,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,1,0,0,0,16,0,129,0,0,0,0,0,0,1,0,29,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"['수두', '유행성이하선염', '성홍열', 'A형간염', '쯔쯔가무시증']"
경기수원시 영통구 ,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,1,0,1,0,31,0,103,0,0,0,0,0,0,0,0,146,0,0,0,0,1,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['수두', '성홍열', '유행성이하선염', 'A형간염', '쯔쯔가무시증']"
경기수원시 영통구 ,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,0,0,1,0,2,1,24,1,99,1,0,0,0,0,0,0,0,321,0,23,0,0,2,0,21,1,1,0,0,0,9,0,0,0,1,0,0,2,1,0,1,0,0,1,0,0,"['수두', '성홍열', '유행성이하선염', 'A형간염', '카바페넴내성장내세균속균종(CRE) 감염증']"
경기수원시 영통구 ,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056,0,0,3,1,1,0,25,2,153,0,0,0,0,0,0,1,0,193,0,37,0,0,1,0,32,5,0,0,0,0,18,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,"['수두', '성홍열', '유행성이하선염', '카바페넴내성장내세균속균종(CRE) 감염증', 'C형간염']"
경기수원시 영통구 ,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,0,0,0,0,1,127,1,115,0,0,0,0,0,0,1,0,70,0,69,0,0,2,0,22,4,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,"['수두', 'A형간염', '유행성이하선염', '성홍열', '카바페넴내성장내세균속균종(CRE) 감염증']"
경기수원시 영통구 ,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,1,0,11,0,55,0,0,0,0,0,0,1,0,10,0,52,0,0,1,0,17,1,1,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '카바페넴내성장내세균속균종(CRE) 감염증', 'C형간염', 'A형간염']"
경기수원시 장안구 ,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,2,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['유행성이하선염', '수두', '말라리아', '쯔쯔가무시증', '발진열']"
경기수원시 장안구 ,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,2,0,0,0,39,1,39,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,2,0,1,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', 'A형간염', '쯔쯔가무시증', 'B형간염']"
경기수원시 장안구 ,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,1,0,0,0,14,0,50,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,2,0,0,0,2,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '쯔쯔가무시증', 'A형간염', '성홍열']"
경기수원시 장안구 ,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,2,0,8,0,139,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '쯔쯔가무시증', 'A형간염', '성홍열']"
경기수원시 장안구 ,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,1,0,1,0,0,0,13,0,176,0,0,0,0,0,0,1,0,10,0,0,0,0,3,0,0,2,1,1,0,0,13,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', 'A형간염', '쯔쯔가무시증', '성홍열']"
경기수원시 장안구 ,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,262,0,0,0,0,0,0,16,0,118,0,0,0,0,0,0,1,0,22,0,0,0,0,0,1,0,1,0,0,0,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '성홍열', 'A형간염', '쯔쯔가무시증']"
경기수원시 장안구 ,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,2,0,2,0,22,1,68,0,0,0,0,0,0,2,0,36,0,0,0,0,2,0,0,3,0,1,0,0,12,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '성홍열', 'A형간염', '쯔쯔가무시증']"
경기수원시 장안구 ,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,2,1,0,1,26,3,76,0,0,0,0,0,0,3,0,61,0,5,0,0,1,0,30,1,1,0,0,0,22,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '성홍열', 'C형간염', 'A형간염']"
경기수원시 장안구 ,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393,0,0,3,0,0,0,19,5,143,0,0,0,0,0,0,5,0,49,0,15,0,0,4,0,36,2,1,0,0,0,18,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,"['수두', '유행성이하선염', '성홍열', 'C형간염', 'A형간염']"
경기수원시 장안구 ,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484,1,0,0,1,0,0,108,3,127,0,0,0,0,0,0,1,0,32,0,28,0,0,4,0,34,1,1,1,0,0,6,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', 'A형간염', 'C형간염', '성홍열']"
경기수원시 장안구 ,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,12,0,27,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', 'C형간염', 'A형간염', '성홍열']"
경기수원시 팔달구 ,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,1,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '말라리아', '쯔쯔가무시증', '장티푸스']"
경기수원시 팔달구 ,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,1,1,7,0,28,3,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['수두', 'A형간염', '유행성이하선염', '세균성이질', '쯔쯔가무시증']"
경기수원시 팔달구 ,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,9,2,17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,1,0,0,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '쯔쯔가무시증', 'A형간염', '말라리아']"
경기수원시 팔달구 ,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,1,1,0,0,3,0,39,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '쯔쯔가무시증', '성홍열', 'A형간염']"
경기수원시 팔달구 ,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,2,0,0,1,0,0,15,0,76,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '쯔쯔가무시증', 'A형간염', '성홍열']"
경기수원시 팔달구 ,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,12,0,161,0,0,0,0,0,0,1,0,14,0,0,0,0,1,0,0,2,0,0,0,0,15,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,"['유행성이하선염', '수두', '쯔쯔가무시증', '성홍열', 'A형간염']"
경기수원시 팔달구 ,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,1,0,16,0,57,0,0,0,0,0,0,2,0,16,0,0,0,1,2,0,0,1,0,0,0,1,12,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', 'A형간염', '성홍열', '쯔쯔가무시증']"
경기수원시 팔달구 ,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,1,1,28,1,70,0,0,0,0,1,0,2,0,61,0,22,0,0,1,0,35,4,0,1,0,0,9,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,"['수두', '유행성이하선염', '성홍열', 'C형간염', 'A형간염']"
경기수원시 팔달구 ,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,1,0,0,0,9,2,78,0,0,0,0,0,0,2,0,37,0,140,0,0,4,0,66,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['수두', '카바페넴내성장내세균속균종(CRE) 감염증', '유행성이하선염', 'C형간염', '성홍열']"
경기수원시 팔달구 ,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,1,1,0,66,0,62,0,0,0,0,0,0,5,0,26,0,105,0,0,5,0,51,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['수두', '카바페넴내성장내세균속균종(CRE) 감염증', 'A형간염', '유행성이하선염', 'C형간염']"
경기수원시 팔달구 ,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,1,0,18,0,0,0,0,0,0,2,0,4,0,83,0,0,1,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['카바페넴내성장내세균속균종(CRE) 감염증', '수두', 'C형간염', '유행성이하선염', '성홍열']"
경기시흥시 ,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,1,0,4,0,0,0,162,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15,0,0,0,0,21,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '쯔쯔가무시증', '말라리아', '신증후군출혈열']"
경기시흥시 ,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,1,0,1,0,150,2,48,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['수두', 'A형간염', '유행성이하선염', '쯔쯔가무시증', '말라리아']"
경기시흥시 ,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,1,0,0,1,28,0,39,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,1,0,0,0,0,31,0,0,0,7,1,0,2,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '쯔쯔가무시증', 'A형간염', '신증후군출혈열']"
경기시흥시 ,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079,0,0,0,0,1,0,16,0,119,0,0,0,0,0,0,0,0,30,0,0,0,0,1,0,0,3,0,0,0,0,16,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '성홍열', 'A형간염', '쯔쯔가무시증']"
경기시흥시 ,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771,7,0,0,0,0,1,30,0,327,0,0,0,0,0,0,1,0,27,0,0,0,0,1,1,0,7,0,1,0,0,22,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', 'A형간염', '성홍열', '쯔쯔가무시증']"
경기시흥시 ,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,595,0,0,1,1,0,0,30,1,341,0,0,0,0,0,0,4,0,61,0,0,0,0,0,0,0,7,1,0,0,0,21,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '성홍열', 'A형간염', '쯔쯔가무시증']"
경기시흥시 ,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,1,0,0,2,48,1,192,0,0,0,0,0,0,4,0,77,0,0,0,1,5,0,0,3,0,0,0,0,16,0,0,0,5,0,0,2,1,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '성홍열', 'A형간염', '쯔쯔가무시증']"
경기시흥시 ,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,0,0,0,0,1,2,54,1,221,0,0,0,0,0,0,6,0,177,0,7,0,0,4,0,92,2,0,1,0,0,24,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '성홍열', 'C형간염', 'A형간염']"
경기시흥시 ,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081,0,0,2,3,0,2,33,4,316,0,0,0,0,0,0,5,0,198,0,12,0,0,7,0,132,6,2,1,0,0,23,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '성홍열', 'C형간염', 'A형간염']"
경기시흥시 ,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846,3,0,1,0,4,1,290,2,244,0,0,0,0,0,0,7,0,74,0,39,0,0,5,0,130,3,4,0,0,0,11,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,"['수두', 'A형간염', '유행성이하선염', 'C형간염', '성홍열']"
경기시흥시 ,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,1,0,2,2,37,0,116,0,0,1,0,0,0,1,0,19,0,40,0,0,5,0,71,4,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', 'C형간염', '카바페넴내성장내세균속균종(CRE) 감염증', 'A형간염']"
경기안산시 ,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['지카바이러스감염증', '중증열성혈소판감소증후군(SFTS)', '풍진(후천성)', '풍진(선천성)', '풍진(2018년이전)']"
경기안산시 ,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['지카바이러스감염증', '중증열성혈소판감소증후군(SFTS)', '풍진(후천성)', '풍진(선천성)', '풍진(2018년이전)']"
경기안산시 ,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['지카바이러스감염증', '중증열성혈소판감소증후군(SFTS)', '풍진(후천성)', '풍진(선천성)', '풍진(2018년이전)']"
경기안산시 ,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['지카바이러스감염증', '중증열성혈소판감소증후군(SFTS)', '풍진(후천성)', '풍진(선천성)', '풍진(2018년이전)']"
경기안산시 ,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['지카바이러스감염증', '중증열성혈소판감소증후군(SFTS)', '풍진(후천성)', '풍진(선천성)', '풍진(2018년이전)']"
경기안산시 ,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['지카바이러스감염증', '중증열성혈소판감소증후군(SFTS)', '풍진(후천성)', '풍진(선천성)', '풍진(2018년이전)']"
경기안산시 ,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['지카바이러스감염증', '중증열성혈소판감소증후군(SFTS)', '풍진(후천성)', '풍진(선천성)', '풍진(2018년이전)']"
경기안산시 ,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['지카바이러스감염증', '중증열성혈소판감소증후군(SFTS)', '풍진(후천성)', '풍진(선천성)', '풍진(2018년이전)']"
경기안산시 ,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['지카바이러스감염증', '중증열성혈소판감소증후군(SFTS)', '풍진(후천성)', '풍진(선천성)', '풍진(2018년이전)']"
경기안산시 ,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['지카바이러스감염증', '중증열성혈소판감소증후군(SFTS)', '풍진(후천성)', '풍진(선천성)', '풍진(2018년이전)']"
경기안산시 ,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['지카바이러스감염증', '중증열성혈소판감소증후군(SFTS)', '풍진(후천성)', '풍진(선천성)', '풍진(2018년이전)']"
경기안산시 단원구 ,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,1,0,1,0,0,0,166,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,35,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,"['유행성이하선염', '쯔쯔가무시증', '수두', '뎅기열', '신증후군출혈열']"
경기안산시 단원구 ,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,3,0,0,0,124,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['유행성이하선염', 'A형간염', '수두', '쯔쯔가무시증', '장티푸스']"
경기안산시 단원구 ,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,1,0,0,0,22,0,35,1,0,0,0,0,0,0,0,29,0,0,0,1,0,0,0,3,0,0,0,0,30,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '쯔쯔가무시증', '성홍열', 'A형간염']"
경기안산시 단원구 ,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,1,0,2,0,10,0,41,0,0,0,0,0,0,0,0,41,0,0,0,0,2,1,0,4,0,0,0,0,44,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"['수두', '쯔쯔가무시증', '유행성이하선염', '성홍열', 'A형간염']"
경기안산시 단원구 ,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,3,0,1,0,17,0,71,0,0,0,0,0,0,0,0,59,0,0,0,0,4,0,0,5,0,0,0,0,36,1,0,0,1,0,0,4,0,0,0,0,0,0,1,0,"['수두', '유행성이하선염', '성홍열', '쯔쯔가무시증', 'A형간염']"
경기안산시 단원구 ,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,2,0,0,0,26,0,114,0,0,0,0,0,0,3,0,88,0,0,0,0,4,1,0,7,0,1,0,0,38,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '성홍열', '쯔쯔가무시증', 'A형간염']"
경기안산시 단원구 ,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,0,0,6,0,0,0,41,1,86,0,0,0,0,0,0,0,0,75,0,0,0,0,4,1,0,0,0,0,0,0,27,2,0,0,7,0,0,1,1,0,0,0,0,0,0,0,"['수두', '유행성이하선염', '성홍열', 'A형간염', '쯔쯔가무시증']"
경기안산시 단원구 ,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,0,0,3,1,0,1,27,5,84,0,0,0,0,0,0,2,0,64,0,22,0,0,5,0,65,3,0,0,0,0,29,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,"['수두', '유행성이하선염', 'C형간염', '성홍열', '쯔쯔가무시증']"
경기안산시 단원구 ,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,0,0,1,0,0,0,20,1,120,0,0,0,0,0,0,0,0,61,0,56,0,0,3,0,103,2,3,0,0,0,20,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', 'C형간염', '성홍열', '카바페넴내성장내세균속균종(CRE) 감염증']"
경기안산시 단원구 ,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,13,0,1,0,5,1,209,3,103,0,0,0,0,0,0,1,0,56,0,131,0,0,4,1,105,8,4,1,0,0,17,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,"['수두', 'A형간염', '카바페넴내성장내세균속균종(CRE) 감염증', 'C형간염', '유행성이하선염']"
경기안산시 단원구 ,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,1,0,1,28,3,51,0,0,0,0,0,0,1,0,10,0,104,0,0,3,0,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['수두', '카바페넴내성장내세균속균종(CRE) 감염증', 'C형간염', '유행성이하선염', 'A형간염']"
경기안산시 상록구 ,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,1,0,0,0,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,24,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,"['유행성이하선염', '수두', '쯔쯔가무시증', '말라리아', '신증후군출혈열']"
경기안산시 상록구 ,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,1,1,0,0,0,69,0,75,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,7,1,1,0,0,25,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"['수두', '유행성이하선염', 'A형간염', '쯔쯔가무시증', '말라리아']"
경기안산시 상록구 ,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,22,0,29,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,3,0,0,0,0,54,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,"['수두', '쯔쯔가무시증', '유행성이하선염', '성홍열', 'A형간염']"
